name,ratings,date,helpful,comment
陳貴芬,1,2019年12月29日,0,都是冷門片居多，想看的都沒有，不推~
侯瑩,4,2019年3月2日,1,不要那麼多廣告的話，這個程式是很好的
Jack Chen,3,2019年5月2日,0,許多東西沒有之前好用 ，但有很多劇 ，不錯 。
許宗欽,3,2019年1月10日,51,廣告爆多看越久越多，沒TV電視盒版弱爆，但付費後沒廣告還可以接受，價位有點貴
小貝貝,3,2019年3月4日,3,"廣告太多太煩了 更新的速度不夠快,更新的速度可以在快點嗎？"
王亞俐,3,2019年2月20日,1,我更新了，但為什麼每次要看時都還顯示叫我更新呢？
BaekT Na,1,2019年1月21日,5,每次打開就叫我更新，到google play卻沒有顯示更新，到底是有什麼毛病??(^_^)💢
馬于珊,3,2018年11月20日,18,合併後問題很多，不能選畫值、廣告一大堆還一定要看完， 原本的linetv比較好用…麻煩改回來
鄭閔方,1,2018年11月20日,2,爛透了，短短30分，看了N個廣告，放棄！
鄧Lugin,1,2018年11月24日,0,卡在廣告視窗動彈不得如何解決？？？？
Min,1,2018年12月3日,1,畫質糟糕，廣告極多，不說我還以為我在看盜版片
Google 使用者,5,2018年11月16日,7,可不可以有步步驚心 麗或花郎，藍色海洋的傳說，花樣美男（韓版）等連續劇
歐霓,1,2018年11月28日,0,廣告太多，又跑太慢，以前的比較好用。😡😡
Google 使用者,5,2019年3月25日,0,很多部劇都沒有 希望這部分可以改善！！！
西西,5,2019年4月28日,1,為什麼你有念大學只可以看到16集可以看多一點嗎？
冰塊,1,2018年11月21日,1,想說這個沒廣告就用這個 結果換新的就要廣告 之前看的好好的 結果換新的不能看 而且也翻譯錯誤 之前的都翻譯正確...
黑羽カムイ,2,2019年2月9日,3,為什麼有泰劇、韓劇、新加坡劇卻沒有日劇，官方介紹說有日劇卻沒有看到這樣對嗎？
陳小魚,1,2018年12月1日,0,很多影片都沒有，而且有點強迫更新，更新速度又很慢
彭新柔,1,2019年6月1日,3,看個影片跑那麼久…想要看個劇等了20分鐘 而且廣告一大堆 想要看創造101結果給我跳別的劇
蔡金豊,5,2019年12月19日,0,廣告太多真的要付費才會沒廣告嗎？
康竣凱,1,2019年11月9日,11,都已經購買vip了，看影片竟然還一直跳出廣告問卷，非常誇張，很沒有水準。
薛妮妮,1,2019年8月13日,6,廣告很多就算了，更新完一直看廣告等超級久，結果出現錯誤碼不能看，一直無限看廣告
Renee Yang,1,2019年9月5日,6,不明白下載之後要看劇，不是錯誤代碼，就是網路錯誤，點台劇韓劇陸劇都不能看！只有垃圾廣告最順暢，超級無言欸
Willy Hsu,2,2019年1月8日,3,舊版程式比較好用 而且我才剛看完廣告，過幾秒有一個，會不會太扯了
Google 使用者,5,2018年9月29日,0,能看喜歡的劇，實在大好阿，不過廣告實在多，確實讓人厭煩
Ching Lin,1,2018年12月2日,4,哀莫大於心死，期待他們改回來根本是天方夜譚，已刪除
Emily Liu,1,2018年11月21日,2,更新之後不能選畫質，廣告一堆，難用死了，請還我原本的LINE TV
蔡祥暉,1,2019年8月31日,2,整個影片集數都不見了，是因為沒付費嗎？
語慈.,2,2018年11月23日,45,舊版影片顯示影片已刪除，個人觀看記錄都不能知道自己看到哪裡了！載了新版登入後也沒有舊的記錄
陶宗芳,2,2019年1月13日,8,有其他介面可以登入或下載嗎？每次都要從Line的服務頁面進去再點開記錄，也無法同時用Line，真的很麻煩
陳定賢,1,2018年12月22日,0,人不彪悍枉少年全部變成我的母語臺灣的歌，到底是怎樣？1~24集都這樣
Zoe,1,2018年11月27日,3,"合併完觀看記錄也沒跟著同步,廣告一堆，影片看一下又會有廣告，更新後影片跑很久還出不來"
謝心謙,2,2019年1月30日,0,廣告亂七八糟的，還很容易當，版面設計很怪，舊版的比較好用
王詩瑀,5,2018年10月16日,0,非常好用，不過希望廣告能少一些，太多廣告了
書籤,1,2018年12月2日,0,影片慢到我都快飆三字經了…………… 一句話，難用 已刪掉再也不會用。 麻煩請還我以前的choco
Liz Chiu,1,2019年2月28日,116,有廣告就算了，廣告很長就算了，廣告還很卡要跑很久很久，完全影響看影片的心情。
周葦韋,5,2019年6月3日,0,雖然更新後廣告變多，影片還設Vip，但看影片選項多，畫質也好
陸麗華,5,2019年6月23日,0,這一步東宮 我喜歡看 是超喜歡看可以不要斷斷續續可以嗎？ 我有儲存 好好讓我看到52集
tina fang,3,2019年11月25日,3,"今天連續追了3部，竟然完全沒紀錄！！ 重新更新後個人資料完全沒收看紀錄 霧煞煞@@"""
雅貓,3,2019年6月30日,11,是不是我不會使用？每次我開影片時它的亮度都很暗，幾乎看不到螢幕 如果這個有解答以後會給五星
甯雪,1,2019年7月28日,61,日劇數量真的有根沒有一樣，許願的根本是擺設，給一顆都嫌多，下載來看韓劇、韓劇可能剛好，如果是日劇請謹慎的思考(´⊙ω⊙`)-已卸載
梁詠綱,4,2019年10月28日,72,雖然讓我能便利看电視，动漫。但是动谩種類太少，希望能有多一点選擇！
司馬大仙,1,2019年11月7日,9,上次更新後所有已完整看完的集數時間紀錄全部消失，之前有完成的任務也會補發line point嗎?
林本煌,1,2019年11月21日,3,大部分廣告不會自動關閉，要手動按X，然後會卡住無法繼續播放，差評！
林琪,1,2020年4月28日,0,都寫免費程式然後下面又寫應用程式購買-你們太扯把程式變相洗劫用戶
hsuanyang lin,1,2019年4月4日,3,到底稿什麼LINE還有搞地區看影片?台灣無法收看?那妳在台灣提供LINE TV搞笑嗎?
魏珮喻,1,2019年6月15日,43,更新後，介面都無法調整了，還是原來的版本比較好，麻煩請改善謝謝
阮慧雯,1,2019年3月5日,35,更新後廣告多，播放螢幕自動變亮，自動關閉聲音，也不能看！
Kevin Lee,1,2019年5月10日,0,看廣告都不會卡，正片開始就卡，給一星最高肯定。
陳若玫,4,2019年2月27日,0,不卡片，還不錯，但是廣告次數再少點更好喔
籅亓張,2,2019年2月18日,2,昨晚開始一直無法登錄，系統一直轉圈圈是故障了嗎？
OAO老沁,1,2018年11月19日,0,更新後要等很久才能看 CHOCO TV 是被收購了?希望回答兩個問題
roseprincess,1,2019年9月19日,3,根本是在看【廣告！】 千萬不要浪費空間安裝，Terrible！
趙敏惠,3,2018年11月23日,0,提升地球人的身心健全，很重要，再努力加油。
R.R. Chou,1,2018年12月7日,3,認真比較喜歡以前的操作介面 現在越改越爛 一按就暫停 還一堆廣告 超級不方便 拜託求你們改回以前的樣子
張耘瑀,2,2018年10月29日,1,很不好用，而且跟網頁版的比有缺影片，廣告多到很煩。
Cian,1,2018年11月26日,0,太多廣告了 以前的line tv 不會有那麼多的廣告也不會看到一半被廣告中斷 希望能改善
藍家營,5,2019年4月20日,2,劇情精彩連貫……一集看完後，會想繼續看下集。
Google 使用者,1,2019年1月7日,3,能不能別那麼多廣告 看個幾分鐘就說要休息 一直休息我們追劇有什麼意義 廣告有些還不讓我們略過 請改善
詹千瑩,4,2019年6月27日,1,不錯啦但希望不要再有什麼滿18歲了嗎這個問題
潘姿穎,4,2019年8月1日,16,喜歡這個應用程式，但戲劇量太少，會下架影片，可以依使用者喜歡類型做一些推薦劇
如如,1,2019年8月9日,4,廣告真的是多到一個不行 40分鐘的片是要給幾個廣告才爽? 就連720p的畫質都要給錢才能看 給一顆星我都嫌多
沈釗如,1,2019年8月24日,2,為什麼看影片就會螢幕亮度變暗，已經很久了，更新也沒用，要怎麼看影片......😱😱😱😱😱
Hoder Chang,1,2019年10月5日,3,爛死了！播放常常卡讀取，廣告又一直跳，根本不想用！
程callowman,3,2019年10月21日,6,影片切換廣告音量可以不要那麼大聲，音量調整很頻繁。
陳葦庭,2,2019年11月24日,2,沒看過的劇竟然會有觀看紀錄，害我以為帳號被盜。請改善這個錯誤
朴米米。糯米糕,5,2020年3月9日,0,不錯 唯一缺點廣告太多。
Tina Huang,1,2018年11月28日,0,廣告超多、無法紀錄、一直死當，到底為什麼要改版………
胡秀子,2,2019年4月29日,4,為何没有下一集的按鍵？根本没辦法看！
刁姵涵,3,2019年2月27日,2,還不錯，只是要在播放器裡加一個選集比較方便
篠薰,3,2019年4月7日,0,不錯的程式，但是缺點是不會自動連播，不方便
暄夢,5,2019年1月30日,1,這裡超多好看的戲可看的 雖然有些戲裡面沒有 不過其他的戲真的很好看 畫質又高 主要來說就是超棒👍
Google 使用者,2,2018年12月8日,0,加油，要跑再更快更快更快，不然太慢太慢太慢了要更快，還有廣告太多且太長了加油
Google 使用者,2,2018年9月21日,0,很多好看的片都沒有，新片也幾乎都沒有，希望能多增加片子
妞妞副Joan,3,2019年3月12日,2,希望畫質可以再好一點。廣告少一點。
娜娜Nana,5,2019年5月8日,1,很喜欢♥让我爱上了“致我们单純的小美好”😳😍
Peichi Huang,2,2019年5月13日,3,尚未播放就跳了超過七次的網頁廣告，只好反覆重新開啟程式。
錦萍蔡,4,2018年12月11日,0,能多增加一些新的動畫或影片 最近開啟程式畫面會停留在新追劇的封面就不動了
沛妤唐,1,2019年9月28日,2,為什麼要“重新登入”？ 換老闆嗎？
陳宜珊,5,2019年2月24日,37,真的超好用欸！！！ 我要看的片都有！！ 而且不太會有那些VIP 的差別👍👍 大推
ken yu,1,2018年11月20日,0,爛死了，以前的影片没了，介面難用，影片少廣告多
龍勁丞,5,2019年2月11日,0,非常棒不過點一下螢幕可以不要出現廣告嗎？你也可以在旁邊設音量啊不然一不小心滑下去就要在調一次其餘的都不錯
En Chen,1,2019年4月10日,0,廣告一堆煩不煩啊？要不要給人看阿？接其他廣告跑一兩次就好了 跑了10幾次 看屁啊
胡育甄,1,2019年9月1日,1,看影片要快轉都會暫停，這樣跟本沒有辦法看。
嘉禎,4,2019年7月16日,2,廣告太多了 而且出現的時間位置不當 大致上是很棒的！
A GAIN,3,2019年10月15日,2,欺負沒會員的人嗎？永遠也跑不完，一直跑一直跑
謝佳振,1,2019年10月30日,3,雖然廣告是不可免的，但是多到爆也會不想再使用
bobo Lin,1,2019年12月2日,0,為什麼這週更新後，顯示「所在地區不支援」錯誤代碼1002！請問如何改善
白降盛,5,2020年3月19日,0,我L1NE的联络人全不见？1
恐龍貓喵,5,2019年5月5日,2,這個非常好用但我還是建議以下就是不要那麼麻煩點兩下就直接跳了好嗎謝謝
Connor Wu,3,2018年9月30日,0,希望可以出電視盒版本，用手機跟電腦觀看，比不上電視大螢幕
楓雪蓁,1,2018年11月29日,2,明明看完了廣告，但影片根本跑不出來啊！
小真陳,1,2019年3月12日,0,我想取消VIP會員付費，麻煩處理一下，好嗎？
JEN-NI JANG,1,2018年11月26日,0,播完廣告就卡住無法看，重新安裝、重開都試過了
Esther Wang,1,2019年9月1日,2,跳廣告出來關閉廣告後 影片卻無法正常播放 程式關掉後再開影片也一樣無法正常播放 更新之前都不會
芃芃,4,2019年2月26日,0,怎麼講還是覺得以前的Choco TV比較好哦 一點就能暫停的功能很好很有自己的特色 變這樣有點像是被line TV吞噬了 很可惜
廖苹雅,3,2019年2月16日,8,已更新，進來 app 一直沒有可點選的畫面，怎麼會這樣呢?
王裕善,5,2019年3月11日,26,蠻好用的，追劇輕鬆方便，不必等電視播出才看 我是說韓劇，台劇的話要等電視播完才有上檔
Google 使用者,5,2019年2月15日,0,好用，但廣告還是有點多，但比以前好多了
廖玟雅,1,2018年11月25日,2,影片跑得很慢，也很常出現廣告，不到幾分鐘就一個
黃汝瑩,2,2018年11月23日,0,更新以後都不能看 廣告結束就一直run 啊~啊~啊~啊~我要看影片啦
彭麗萍,1,2019年6月17日,3,扯、扯、扯，一部一小時的戲劇看了兩小時還看不完！ 一直狂轉圈！ 扯，有夠扯！
知日,1,2019年7月28日,9,越來越誇張，廣告越來越多而且看影片時還會突然跑出廣告會影響影片播放（暫停）
黃秋燕,1,2019年8月13日,9,看到一半一直顯示錯誤代碼:2000，重開沒用，重載連登入都沒辦法。
臧秀慧,1,2019年8月16日,1,為什麼在you tube都可以看到的集數，你們頻道還不能看，那我下載你們的app是傻瓜嗎？
黃麻糬,1,2019年10月1日,3,說看5分鐘劇就可拿到點數，我9月送的都沒拿到過，騙人時間。
啤酒Beer,5,2019年10月6日,2,廣告沒有很多，而且戲劇也都滿新的，我非常喜歡❤️❤️
楊清龍,5,2019年12月21日,0,可以看 我想看的看我喜歡看的非常讚
人的恥辱修凡,4,2020年3月15日,0,還不錯，但滿格還超當
李安佩,5,2019年2月17日,0,聲音光線等可以直接在畫面上調整，很方便
Google 使用者,5,2019年1月23日,0,我推薦双世寵妃~ 真是好看到一個極致!!! 非看不可呀~
岳子欹,1,2019年4月23日,0,幸好沒儲值因為不值得 廣告多 要看的片10部只找到1部可看 片少得可憐。。。
郭志鑫,1,2019年3月11日,6,"畫質不好,內容少,以花錢買VIP來講,有更好的選擇,LINE TV 絕對不是首選"
天魂,2,2019年5月7日,8,"我剛才登的時候會一直跑出已停止運作,請拜託修好不然我不能追劇呀～>_<😭😭。"
YC Cheng,1,2019年3月13日,1,垃圾，超卡，爛操作，點影片卻一直播廣告，以前不會這樣丫??
N n cute,2,2019年3月21日,4,請問影片畫質哪裡可以調整?? 清晰度這麼低看不到
小莫,1,2018年10月8日,2,廣告實在太多，我跳個一段就直接給我廣告。傻眼
小蘇小真,1,2019年6月24日,4,都沒有最新的劇出來，別的應用都會有，應該要求要新劇啊，都是些舊式都已看完
李暄萱,5,2019年7月11日,0,感恩讓我們能隨時都能觀看到最新的戲劇，跟好看感動的戲劇，謝謝囉
Jolin Guo,1,2019年8月10日,1,已追了 靈異11號好幾集、天卻都沒收到點數，騙人的，還一直出現色情廣告..
劉嘉欣,1,2019年8月13日,2,更新完就不能看了，是怎麼一回事啊？有沒有要處理啊…
章魚tako,3,2019年8月21日,2,觀看上還不錯 但時間軸有點難用 以前的 劇是否以被下架？ Doctors 以前我是在Line TV看得 想重新回味結果沒有了 所以我給3星
Trixie Liao,1,2019年10月12日,0,一天到晚發生錯誤，同一集看了三次，記錄全都歸零，非常不穩定的爛系統！
Lin anderson,1,2019年10月17日,5,秒數亂跳，明明看完跳下一集了結果回頭看上一集秒數未跑完，難怪我每次都沒拿到點數，看再多也是白看
蕭志鵬,1,2019年11月27日,1,民進黨掃黃掃黑自己卻走私煙，卻沒看到黑道的愛國人士去包圍總統府，逼屢戰屢敗不要臉的行政院長(窩囊昌)下台。
Aya Lin,1,2019年10月12日,6,很騙哦 廣告看完就卡住了 我又不是來看廣告的 那個什麼動物的廣告看了好幾遍 就是沒看到劇情
陳洋,4,2018年9月15日,7,我想知道如何把影片放到電視上 那個點不了怎麼弄
趙芷筠,5,2019年5月1日,1,我覺得都還不錯，但廣告少一點喔！
Kc Cheng,1,2019年3月20日,1,為什麼要在通知列裡暴雷？可以考慮有些人還沒開始追劇嗎？這設計什麼意思
Google 使用者,2,2018年11月23日,1,更新後廣告多就算了 影片還會一直卡住 根本沒有辦法看 原本舊版的好多了！
胡亞涵,5,2019年4月13日,1,可以找到很多我喜歡的劇，可是很多韓劇都找不到
柯語恩,3,2018年10月6日,1,"看完一堆廣告後,然後又跳出去 每次都這樣,請改進"
Google 使用者,1,2018年11月27日,3,廣告太多，舊版本比較好，也無法設定連續播放，時常會當掉
Jing Lu,1,2019年4月10日,148,廣告超級多，還會連續播兩個廣告，一個結束接著放另一個～看20分跑了三四次廣告出來～太扯
夏紊誼,5,2019年7月7日,3,使用方面非常順暢，選擇也很多，唯一缺點是尚未看完的影片會重複已經看完的
Google 使用者,5,2019年3月24日,0,超棒的，追劇超方便，而且還會有看過的紀錄❤❤
釣釣Tseng,3,2018年12月15日,16,廣告太多了，前面有廣告就好了，看一看又有廣告，很煩
VK lee,1,2018年11月30日,0,超慢超爛，投射電視要vip收錢?? 想錢想瘋了嗎，落伍成這樣還有臉說
啵啵熊,1,2018年9月28日,2,之前沒更新 看過的集數會顯示時間 下次看就明瞭看到那集 怎更新過就沒有了 都不知看到那集還要找 不方便
兔兔雪兔X,1,2019年4月3日,0,廣告太常出現『結婚吧』，我希望會有『越過廣告』
李子,1,2018年11月27日,0,改版後爛透了，廣告一堆，一直轉圈...連看都不能看
火姗姗,1,2018年11月28日,55,廣告多然後有資金可以有更多免費影片這個我理解 可是整個卡死影片出不來 也沒有觀看記錄 也不能調整畫質 這樣越改越爛是？
張lien,2,2018年12月1日,0,很好奇付費後也會有無法載入影片的情況嗎？不想付錢當冤大頭
王捧各,1,2018年12月16日,8,可以提供高畫質影片嗎?連切換畫質都做不到，真的很爛
Ju w,1,2018年12月5日,0,廣告超多 影片超卡 原本的品質呢？ 覺得只是花時間等他跑和看廣告😑
黃茜珮,5,2018年9月26日,0,剛剛點進去，卻發現無法播出，一直跳出來
Verna Lai,1,2019年6月3日,0,無法完全把推播關掉，常常被干擾非常討厭。
jackie kuo,5,2019年6月18日,118,非常順的好軟體，片源新且多，偶爾看看廣告，支持一下軟件開發商，讚！
石宏文,4,2019年11月26日,2,故事鋪陳的很精彩還有陳韻如，黃雨萱，柯佳嬿全釋的很到位就是讚......讚啦！
曾小芸,3,2019年12月3日,1,很好看 只是廣告太多、重複廣告的也多 還有 廣告太長了 希望官方可以改一下
DidiChou Chou,1,2018年11月21日,2,舊版看到一半，突然強迫更新， 看到一半片子不見了， 歷史紀錄不見了 欺騙
wellworth65,2,2019年1月26日,1,很常當，重開又要看很長的廣告. 改版後廣告變很久
陳惠伶,1,2019年3月2日,2,很容易bug 比原版還難使用 不夠人性化 有時候點進去只有廣告而已 要再點第二次才能看 等於又要再看一次廣告 希望快點改進
張軒誠,4,2018年12月7日,0,廣告畫質用好一點好嗎？我還以為我眼有問題
茵喵,2,2018年12月14日,0,累了累了......原本都可看 現在又搞成這樣 你說人弄這些影片本來就給人看的 看舒服 可是就要偏偏弄個VIP搞得你不能看 有些影片還被剪掉😒😓😔
李佳華,1,2018年11月21日,0,"Line tv更新後都無法收看，解除安裝後再次下載又顯示要下載新版App,真的有夠 😤😤"
張瓊如RUO,5,2018年11月22日,0,謝謝您們的努力，讓它越來越好。
Google 使用者,1,2018年11月30日,0,以前的比較好用，廣告一堆，又不能調畫質...😡😡😡
藍藍海,1,2018年11月22日,0,改版變超難用，原本很喜歡的看得的，現在決定移除，決定改看愛奇藝
pigking1205,1,2018年11月21日,1,自從改版有廣告後，品質也跟著下降，影片常常讀取無法收看
Google 使用者,1,2019年1月26日,2,看的一肚子火，免费的加减看千万不要花钱买vip。
Richard Woo,5,2019年6月2日,2,最新最好的台劇，華劇，韓劇，統統看得到，追劇第一首選！好棒棒！
辛越鸞,5,2019年6月3日,0,很好用，畫質也很高，這是廣告有點多
朱嫦惠,5,2019年6月18日,10,很清楚，很好看。。值得一提的是不用錢
小馨,5,2019年7月24日,6,畫質好，請多增加BL館的內容，腐男女很多，不腐的也很容易腐，大概有1300萬人吧
錢欣文,5,2019年8月6日,4,在使用上都很不錯，而且有很多好看的影片
Alexis Alexis,1,2019年11月3日,5,這個廣告一堆又要錢，去用對岸的某軟體(自己搜)免費又HD還沒廣告，可以刪除這個爛APP了！
林磽鳳,4,2020年3月10日,0,可以看電影喔很好喔？
林恒旭,4,2020年5月26日,0,打什麼據看什麼都方便
Mie Lin,1,2018年12月1日,7,爛透了 合併之後廣告多可以理解 但是影片10次有9次不能看 開發商是都鬼遮眼嗎？
朴效效,3,2019年4月14日,7,全部都很好，唯獨看到中途不要有太多廣告
陳秀靜,1,2019年2月6日,0,為什麼我一部劇已經許願了四次了，但我為什麼還是沒有辦法看？？
Google 使用者,3,2018年11月26日,3,还可以，可是看完一集要退出才可以看下一集
Chen Rebecca,1,2018年12月1日,13,真讓人感覺很差廣告一堆還看不到想看的內容 之前沒更新還能看到最新版 更新之後我想看的戲劇為何看不了 是收錢才能看？
至尊寶,4,2018年12月3日,0,如果能下載更完美，想隨時看網路不一定很順。
育旻,1,2019年6月24日,0,可以每部電影都放進去嗎 還有為什麼搜尋的時候 你明明有這種電影 為什麼它顯示無效 搜尋不到 請改善
황패선,3,2019年7月5日,7,優質 但廣告讓我感到非常👎 因為廣告一直重複 而且都是一樣的 看了也覺得很煩
MYs W,3,2019年8月3日,8,尖峰時段，很當，影片斷斷續續的，其他時間還可以。
陳彥妤,5,2019年8月14日,0,有很多劇而且都不用錢，廣告最多也只有10幾秒
小夜波,5,2019年9月11日,6,常常可以累積賴點數！也有很多好看的戲劇，讚！😊👍
TSUNG HSIEN TSAI,1,2019年12月24日,1,"在小功能/管理vip都会閃退,煩請改進更新"
蔡ting,5,2019年12月18日,0,「那一天」超棒，我的天，line tv讚爆
Jun wei,1,2019年11月9日,6,播放爛又卡~~，廣告又比戲劇大聲，音量要切大切小很麻煩，可以平衡音量嗎
Chia yu Chen,2,2018年11月21日,0,更新後整個超難用，原本有的預告片都變沒有了，難用到炸，希望可以改回來原本的
張宜瑩,3,2019年4月23日,0,如果可以選擇播放畫質跟 自動跳過片頭尾曲 還有可以在播放時的畫面裡面選集 就更好了
薛菲,5,2019年3月12日,5,除了廣告多了點，其他還不錯啦！畢竟是免費看的！
GT Yea,1,2019年5月1日,3,廣告沾滿頁面實在讓人受不了，還有觀看連續劇集又不能轉到下一頁，爛
汪小婷,5,2019年4月7日,0,除了VIP才能看的有點多之外，其它還可以
Google 使用者,5,2019年1月9日,9,廣告有點多。另外，想問問為什麼要改名啊？
Google 使用者,3,2018年12月6日,0,有廣告可以理解，但不能調畫質真的太差了
Google 使用者,2,2019年2月18日,1,為什麼這麼多天了 ，系統還沒修好 ！！？
吳維恩,2,2018年11月25日,0,更新之後影片都跑不出來，一直停在廣告打轉
陳姿蓉,5,2019年3月14日,5,"我都用這個軟體看running man ,找尋快速，很棒 但是希望能夠看到更之前的running man 希望能夠全部上架"
Ray Yeh,1,2019年5月12日,0,更新後預設亮度是0？？？？ 看不懂
Wayne H.,2,2018年11月23日,1,為何退訂要到Apple Music？你們把Android使用者、網頁版使用者放哪裡？
Google 使用者,1,2018年12月25日,0,操作頁能改回以前的方式嗎 能不能廣告這麼多 然後暫停時不要有廣告嗎 自從合併後...越來越不喜歡用了..==
dice lee,1,2018年11月30日,10,升級後變廣告一堆的垃圾，chrome cast這麼基本的功能拖到現在才有 還想收費，真的是廢物
惠羽莊,5,2019年4月29日,1,可以每集不用退出再按下一集，而是直接往下集播出嗎？
陳葦,4,2019年6月6日,0,大概是現在手機畫素都較高，而且用4G看都挺順溜的。
王采妮,2,2019年6月26日,1,我已經看20分的 我們不能是朋友 但都沒辦法下載貼圖（已經綁定LINE帳號 可以幫我看看嗎？
John King,1,2019年7月21日,12,連720P都要入VIP， 片源又少！一堆舊片誰要看？ 垃圾app果斷刪除了。 反正官方也不會在意！
李阿璇,1,2019年8月6日,1,為什麼現在無法看影片了？之前都可以看
江冠霖,1,2019年8月9日,2,什麼垃圾程式，現在要會員才有1080p，爛透了，不會再使用。
黃美利,3,2019年8月23日,3,唯一的令人感到可惜的 就是更新速度慢 劇都是比較舊的
新二代,1,2019年8月18日,0,爛透了 看完沒line points 都完全照規定走 乖乖走完5分鐘 反應後 都給看過的截圖 還是堅持系統沒看到 反應又有什麼用 line客服只會打官腔 永遠認為是客戶問題 連一星都不配
姜嘉欣,4,2019年9月4日,0,現在新版都會自己自動播下一集，請問要怎麼讓它不要自動播下一集？
陳芝琳,1,2019年8月31日,2,看完廣告 不能進入影片 卡住完全不能使用 花謝花飛花滿天...無法進入 (T0T)
maxx cruz,1,2019年8月31日,0,爛透了，一只出現連接錯誤，為什麼一只出現廣告?
Andy Zhu,3,2019年10月2日,1,開啟看時常常出現緩衝中，螢幕無法呈現全螢幕觀看。
大大,5,2019年10月3日,1,方便觀賞戲劇，還可調整解析度及速度，很棒！
許ねこ,2,2019年10月11日,2,怎麼每次跑出google plqy下載廣告後就沒辦法播放，按播放鍵都沒反應只能返回重點一次才可以正常播放，請改善
陳宥宥,4,2019年11月19日,2,還不錯，可惜是跳出廣告太多也很麻煩，希望可以縮短1.2次就好。
吳玉娟,1,2019年12月2日,3,看沒5分鐘就一個廣告，誇張的是從第一集到結束都同一個廣告。
Google 使用者,1,2019年3月11日,27,為什麼更新後都不能看了？ 原本開放給免費會員看的 知否，雙世寵妃等 都要VIP才能看 搶錢？
許芙嘉,5,2019年3月17日,0,雖然比較喜歡以前的版本，但現在的也不錯
羽諾貝果,4,2019年5月14日,5,如果所有影片內容全部用戶都能免費觀看就好了。
Szu-Pei Li,1,2019年1月15日,3,非常難用，影片選快進就當掉，強迫要用橫式螢幕播放，不方便
Joyce Lin,5,2019年10月26日,21,滿好用的。為了看喜歡的劇升級vip後，目前覺得還值得😂
Google 使用者,5,2019年3月18日,66,韓劇可以在多一點 有很多我想看的都沒有 例如：花遊記、原來是美男、繼承者們
孫弦孝,1,2018年11月21日,1,廣告一堆，操作麻煩，影片播放不順暢....真的很爛
mii len,1,2018年11月19日,1,就是不喜歡linetv才會下載choco tv。但現在變成linetv，考慮卸載。
黃麗玲,5,2018年11月3日,1,影片播放很順暢 喜歡看韓劇 有的滿好看的韓劇在這裡搜尋不到 希望能有多一點熱門韓劇可以收看
李YuYu,3,2018年10月12日,0,關螢幕之後會播放廣告，一直有聲音，這點改掉再給5星
林盈君,5,2019年6月14日,2,很棒呢！廣告不會太長可以看的很盡興！
廖皓穎,3,2019年7月9日,0,其他程式都可以正常使用，只有這個無法
林冠成,1,2019年7月31日,2,請問錯誤代碼1008是什麼意思?都不能看
yi ting Wang,5,2019年8月2日,1,我認為廣告太多，快要不知道看的是劇還是廣告了
邱筠茹,1,2019年8月13日,7,突然錯誤2000，重新登入一直說網路斷線，請盡快處理
Robert Lo,3,2019年8月14日,2,還行，畫質可以，劇也算多，就是廣告多了點
王朕,1,2019年8月21日,3,"真的超級無敵爛耶,看影片一直累格,這樣的程式,好意思要人花錢加入會員"
K. S. Sh,5,2019年9月5日,9,能透過Line TV 每天線上收看空中英語教室、彭蒙惠學習英語，超實用也超省錢💰的學習管道！讚👍
X X,5,2019年9月6日,4,我看這個LINE TV但是要付費真是很麻煩的事但是你要給我們看的就是要永久免費我講的這是這樣子我的意見
林士琬,3,2019年10月16日,2,廣告太頻繁了，看沒多久就廣告，很困擾
Rong Liu,5,2019年11月18日,2,連線穩定，自製劇也很有水準值得訂閱，希望能進更多不同種類的戲劇和動畫
黃進樂,1,2019年12月5日,1,一連串的廣告， 點了又跳出， 叫人怎麼看
徐郁薇,5,2020年1月4日,1,我喜歡看知否知否應是紅肥綠瘦
林桂枝,5,2020年4月23日,0,要費用嗎 月費怎麼算？
123 abc,1,2020年4月27日,0,爛死了給一顆我都嫌太高了
Chloe Lin,5,2019年4月18日,2,希望看到的劇都很快可以看的到。很棒
吳迪,5,2019年2月16日,0,嗯嗯嗯昂日月仁昂昂嗯昂給按嗯昂日誒嗯昂嗯嗯日與誒昂昂昂/°嗯嗯昂昂跟嗯昂昂嗯昂奧嗯昂昂嗯昂嗯昂昂嗯昂昂嗯昂昂昂誒989 93658、 × @
garry wu,3,2018年12月16日,3,如果有下一集的按鈕會更好，不用跳出去按集數…
Google 使用者,3,2018年11月24日,0,韓劇“妳的管家”什麼時候上架阿，以前觀看到一半搬家就沒了
yvonne7103,1,2019年2月2日,0,為什麼更新後反而不能紀錄看到哪裡了？倒不如不要更新了
賴湘羚alice,2,2019年2月18日,17,不知道如何評分，下載之後都沒有東西，跑好久也一樣。現在是點進去都無法看QQ
Tshun-Jiong Goo,5,2018年12月22日,1,很歡喜影片選項變多，廣告秒數請稍微減少會更好。
TF三小只,5,2019年5月1日,1,這個非常好用 而且對ㄧ個喜 歡追句的人來 說。
黃詩云,5,2019年3月30日,36,很棒的免費軟體，雖然廣告有點多，但畫質很不錯~可以下載~
Zoe Wang,3,2018年12月6日,0,今天是6號 但說普通會員可以在6號觀看的影片卻被鎖定 只有升級VIP才可以觀看
余慧玲,3,2019年2月8日,2,廣告太多，商業化成分太高。影片分太多小段，縮短播放集數，會更棒
